,text
10220,"okay ... act stupid . watch movi , get nervou around women , strong , weak nervou , way act ... plain stupid !"
10221,.......... whadda ripoff .. lie sacks-o- -- - ! say back cover 's `` digit restor '' .. mr . magoo . ? .. never buy anoth piec crap vci . !
10222,"start watch , movi go nowher , shut , guess judg one . n't like , differ stroke differ folk !"
10223,"all-tim favorit famili . bought grandson request christma . humor , patho & wonder actor ."
10224,robert downey jr. spectacular act job charact . movi long amaz took chaplin 's charact .
10225,continu favorit christma film ! ! ! mainli show essenc human passion compass peopl .
10226,"rememb 50 , entertain entertain . great eartha kitt lover ."
10227,'re best film ever laugh galor great one liner ( use occais ) excel price true classic
10228,older version roman spring mrs. stone . prefer newer one helen mirren oliv martinez . stori line better act better .
10229,ca n't go wrong one -- movi qualiti pretti good 's fun sing along .
10230,movi contain inform glider pilot use glider wwii . amaz footag .
10231,"mel brook ever done n't childish . usual funni though , time much ."
10232,"got daughter gift . n't copi book , add librari ."
10233,awesom movi movi speak self well sell self ! ! highli recommend children compani fast prompt ! ! excel movi custom servic ! ! kc
10234,agre peopl n't follow book way movi .
10235,said geniu monti python . brilliant ! ! ! ! ! classic ! ! ! !
10236,"old stori vintag actor . jack nicholson , michel pfeiffer jame spader best carri movi . like , 'll like movi . otherwis ..."
10237,one favorit de niro film . good act part classic movi twist .
10238,"favorit movi , kid love . would receiv better rate year old ."
10239,"love flick , got girl ' dorm 's check time . movi night galor one ."
10240,'s pretti good movi kept interest throughout whole thing . movi mediocr .
10241,"'re mood watch someth zero action , special effect , lot children die , rent . horribl depress slow . ca n't believ sat whole thing ."
10242,purchas go along book english class . love movi
10243,true american origin southern folk react good time bad . excel cast !
10244,"x-men fan 's , may expect much - ti ok ."
10245,"check internet life , realiz movi took lot creativ licens . interest seem drift quit far truth life ."
10246,good enjoy movi look great sound good 's gon na via blu-ray format .
10247,"bad -- -- -- -if 're car chase , truck chase , gunfir , car crash , truck crash , etc. , 's good action film . lot tire car truck part fli thru air , noisi . good action film ."
10248,"rememb see year ago tv love - thought hilari . ? date . date , date , date ."
10249,"read book , movi adapt book , so-so . tri folow closr book possibl much room maneuv , entertain ."
10250,pre-over-the-top pacino good crook cop stori . perform sharp contrast later style often mistak shout drama .
10251,good movi . love oldi movi one worth wait see .
10252,"stellar cast , thought strang 'd never heard film ... know . poorli made ."
10253,"quit journey , fun frolic bizarr writer world great addit collect buy book"
10254,"film one purpos . let us see predat trophi room , insid ship . otherwis , worst franchis film predat metropolitan area , much over-act ."
10255,thought seem bit chaotic sure messag . year old ask could turn usual enjoy classic kid movi .
10256,make think bett davi n't mind show age marlen kitsh .
10257,"like chucki . reason western peopl make action movi , especi martial art , get corny~ ! ! ! like kung fu seri ..... bruce lee , sinc ."
10258,"lot action , probabl pg rate time drama done . enjoy fact inappropri part endur ."
10259,movi ok famili view fairli amus . cours film date n't expect lot high tech .
10260,hell make movi talk monkey total suck ? slam dunk .
10261,cover apollo program plan stage flight individu special astronaut wive . interest space also look histor viewpoint .
10262,"movi defiantli worth time , histori buff seem accur . great cast ! !"
10263,"film one top favorit , decid check reliv memori back child ."
10264,"love stori music , misus god 's name stop purchas movi ."
10265,best pretti woman dvd . like orign theater version . pretti woman dvd 's extra scene
10266,nice idea gave lot chanc overal found bore .
10267,rememb watch movi vh mani mani year ago . n't rememb went love . long time tire .
10268,movi older n't stop toddler want watch . cute toler husband watch . perfect littl one love elmo .
10269,got fill bond blu ray collect . also get kid see . movi watch time kill .
10270,one children 's favorit movi . somewhat juvenil outlook fun .
10271,"good movi ..... watch back futur dat , oct . 21,2015 ... free .... good 1st , entertain .... mention , free , lol ? .."
10272,"kid 's gener , one favorit . vh slowli transit dvd blu-ray movi librari . good transact ! thank !"
10273,"movi classic . n't exactli hold much rememb kid ... hey , 's cheap good ."
10274,well known anyon visit ( skii resort ) . easi get . desir dvd version ... way expens .
10275,excel movi ! bravo ! everi actor given award . would recommend movi anyon .
10276,"origin rage angel , sequel 's good one . n't bother return 's buck ."
10277,n't care music n't like song either . n't .
10278,"stori usual '' blow 'em '' . quit good tale . mitchum realli good , support cast . evok empathi german captain crew ."
10279,n't care movi . lame stori line even wors effect . someth would recommend . yuck !
10280,"miss plot . anyon seen ? episod tediou . almost feel asleep twice , final gave toss trash ."
10281,"one movi never get tire watch . 've watch origin , get around version one day ."
10282,best televis ever made - thank tom hank . docudrama tell whole wonder stori import achiev 20th centuri . one transcend moment human race .
10283,funni full four letter word . offend easili pass .
10284,n't pick un-anniversari dvd wait 60th anniversari blu ray announc earli .
10285,cult movi deservedli . maggi superb actress [ actor prefer ] becom much part play wonder watch skill .
10286,add revel librari - read better- also great basic - n't know old & new testament intertwin .
10287,one time favorit goldi hawn/stev martin film . total worth purchase/rent . bought . love . think 'll watch .
10288,let say 'nova ' play actress linda harrison must certainli beauti woman ever screen .... 's absolut beauti bodi movi perfect without compar . geez good movi .
10289,"would say ok , movi nut inspir ye great event much action sure real event"
10290,"actual rather enjoy movi . littl annoy time silli younger women , brassi ex-wiv fun follow . favorit all-tim movi , worth watch everi ten year ."
10291,"enjoy , need differ sort humor watch . husband n't care movi ."
10292,"put self 's movi life bring mani unexpect problem , 's good teach tool children life god guid live ."
10293,interest sherlock movi christoph plummer lead role . good act throughout storylin .
10294,idea version movi ! great deal timeless movi .
10295,kind creepi good movi overal . good act usual kevin bacon .
10296,wait blu-ray restor version classic come ! excel !
10297,alway fun watch basil rathbon play sherlock holm seri tri updat detect 1940 ( new sherlock seri take watson 21st centuri .
10298,"movi okay , think disney stick famili friendli kind scari movi , go someth scari . cours , one older film ."
10299,"movi great 're movi drug use/explor , . 's one favorit topic . also funni ."
10300,rememb movi introduc matt damon prove movi movi great actor . love stori line perform along cast member .
10301,"movi startl , also event separ one man rest life . robin william jeff bridg amaz movi , merced rhuel ."
10302,good movi supernatur emphasi . usual bacon 's act superb . would buy friend without hesit .
10303,"watch three time first week , readi watch fourth time . relax escap fare ."
10304,"part care act good . concept good kind misplac . good enough watch , ."
10305,class sci fi judg term effect stori .
10306,poor elvi . look movi armi pretti good -- show talent . movi armi bad music n't match style .
10307,well done . make one stop think . wish qualiti movi like made often ! actor portray charact well .
10308,first episod sort sloppi choppi buy pb viewer know mors get better age !
10309,"made alot peopl happi - folk friend florida , cant wait biz"
10310,good movi excel cast difficult time histori . unfortun sound track accept .
